CPF_Number,Operator_ID,Operator_Name,Operator_Searchable_Name,Region,Pipeline_Type,How_Discovered?,Case_Type,Notice_Actions,Cited_Regulations,Violation_Category,Proposed_Penalties,Assessed_Penalties,Collected_Penalties,Case_Status,Opened_Date,Latest_Order_Type,Latest_Order_Date,Closed_Date,Notice_Sent_Date,Operator_Response_Date,Operator_Request_Hearing_Date,Hearing_Date,Final_Order_Date,Petition_for_Reconsideration_Date,Decision_on_Petition_Date,Consent_Order_Date,Corrective_Action_Order_Date,Order_Direct_Amendment_Date,Safety_Order_Date,Penalty_Collected_Date,Region_Withdrawn_Date,Opened_Year,Closed_Year,Order_Issued_Ind,Final_Order_Ind,Petition_for_Reconsideration_Ind,Decision_on_Petition_Ind,Consent_Order_Ind,Corrective_Action_Order_Ind,Order_Direct_Amendment_Ind,Safety_Order_Ind,Penalty_Collected_Ind,Case_Closure_Ind,Proposed_Civil_Penalty_Ind,Proposed_Compliance_Order_Ind,Penalty_Reduction_Ind,Basis_for_penalty_reduction,Report_Type,Report_Number,WMS_Activity_Seq,Data_Source,Data_as_of
420045021M,31551,"RIO VISTA ENERGY PARTNERS, LP","RIO VISTA ENERGY PARTNERS, LP",Southwest,INTERSTATE LIQUID ONSHORE,First Operating,Notice of Amendment,NOA,"195.452(c)(1)(ii),  195.452(f)(1),  195.452(f)(8),  195.452(h)(2),  195.452(h)(4),  195.452(i)(1),  195.452(i)(3),  195.452(i)(4),  195.452(j)(2),  195.452(j)(5)(ii)",Integrity Management,,,,CLOSED,5/19/04,,,12/2/04,5/19/04,11/16/04,,,,,,,,,,,,2004,2004,,,,,,,,,,Yes,,,,,,,04-111282S,WMS (SMART migrated),09/03/2025 9:00 AM
420045019M,31174,"SHELL PIPELINE CO., L.P.","SHELL PIPELINE CO., L.P.",Southwest,INTERSTATE LIQUID ONSHORE,First Operating,Notice of Amendment,NOA,"195.452(f)(1),  195.452(f)(5)",Integrity Management,,,,CLOSED,5/12/04,,,1/5/05,5/12/04,12/21/04,,,,,,,,,,,,2004,2005,,,,,,,,,,Yes,,,,,,,03-104510S,WMS (SMART migrated),09/03/2025 9:00 AM
320045015,31189,BP PIPELINE (NORTH AMERICA) INC.,BP PIPELINE (NORTH AMERICA) INC.,Central,INTERSTATE LIQUID ONSHORE,First Operating,Notice of Probable Violation,"CP, NOA","195.402(c)(3),  195.404,  195.428(a)","OME Procedural Manual,  Operation and/or Maintenance",18500,18500,18500,CLOSED,5/6/04,Final Order,10/14/05,4/16/07,5/6/04,6/17/04,,,10/14/05,,,,,,,10/24/05,,2004,2007,Yes,Yes,,,,,,,Yes,Yes,Yes,,,,,,03-103384S,WMS (SMART migrated),09/03/2025 9:00 AM
420045017M,3527,DOW PIPELINE CO,DOW PIPELINE LLC,Southwest,INTERSTATE LIQUID ONSHORE,First Operating,Notice of Amendment,NOA,"195.452(f)(1),  195.452(f)(3),  195.452(f)(8),  195.452(h)(2),  195.452(i)(1),  195.452(i)(2),  195.452(i)(3),  195.452(i)(4),  195.452(j)(1),  195.452(j)(2)",Integrity Management,,,,CLOSED,5/6/04,,,1/31/05,5/6/04,10/26/04,,,,,,,,,,,,2004,2005,,,,,,,,,,Yes,,,,,,,04-108616S,WMS (SMART migrated),09/03/2025 9:00 AM
320045014,32080,"CCPS TRANSPORTATION, LLC","CCPS TRANSPORTATION, LLC",Central,INTERSTATE LIQUID ONSHORE,First Operating,Notice of Probable Violation,"CP, WI","195.410(c),  195.412,  195.428,  195.583(c)","Corrosion Control,  Operation and/or Maintenance",5500,5500,5500,CLOSED,5/5/04,Final Order,1/3/06,1/19/06,5/5/04,6/17/04,,,1/3/06,,,,,,,1/19/06,,2004,2006,Yes,Yes,,,,,,,Yes,Yes,Yes,,,,,,03-103383S,WMS (SMART migrated),09/03/2025 9:00 AM
520045018H,18092,"SFPP, LP","SFPP, LP",Western,INTERSTATE LIQUID ONSHORE,Specialized,Corrective Action Order,,,,,,,CLOSED,5/1/04,Corrective Action Order,5/1/04,7/31/07,,,,,,,,,5/1/04,,,,,2004,2007,Yes,,,,,Yes,,,,,,,,,,,04-113124S,WMS (SMART migrated),09/03/2025 9:00 AM
220041004,405,ANR PIPELINE CO,ANR PIPELINE CO,Southern,GAS INTERSTATE ONSHORE,First Operating,Notice of Probable Violation,CP,192.745(a),Operation and/or Maintenance,5000,5000,5000,CLOSED,4/30/04,Final Order,1/6/09,1/6/09,4/30/04,6/4/04,,,1/6/09,,,,,,,6/8/04,,2004,2009,Yes,Yes,,,,,,,Yes,Yes,Yes,,,,,,03-102922S,WMS (SMART migrated),09/03/2025 9:00 AM
420045015W,31174,"SHELL PIPELINE CO., L.P.","SHELL PIPELINE CO., L.P.",Southwest,INTERSTATE LIQUID ONSHORE,First Operating,Warning Letter,WI,"195.452(b)(2),  195.452(l)",Integrity Management,,,,CLOSED,4/30/04,,,4/30/04,4/30/04,,,,,,,,,,,,,2004,2004,,,,,,,,,,Yes,,,,,,,03-104510S,WMS (SMART migrated),09/03/2025 9:00 AM
220041005,19160,TENNESSEE GAS PIPELINE COMPANY,TENNESSEE GAS PIPELINE COMPANY,Southern,GAS INTERSTATE ONSHORE,First Operating,Notice of Probable Violation,CP,192.706(a),Operation and/or Maintenance,5000,5000,5000,CLOSED,4/30/04,Final Order,1/6/09,1/6/09,4/30/04,6/4/04,,,1/6/09,,,,,,,6/8/04,,2004,2009,Yes,Yes,,,,,,,Yes,Yes,Yes,,,,,,03-102928S,WMS (SMART migrated),09/03/2025 9:00 AM
520045016,31067,AERA ENERGY LLC,AERA ENERGY LLC,Western,INTERSTATE LIQUID ONSHORE,First Operating,Notice of Probable Violation,"CO/CP, LOC, NOA, WI","195,  195.452(b)(3),  195.452(e)(1),  195.452(f)(1),  195.452(f)(8)","Integrity Management,  Transportation of HL",40000,15000,15000,CLOSED,4/28/04,Final Order,3/6/09,3/25/09,4/28/04,,4/5/05,2/28/07,3/6/09,,,,,,,3/25/09,,2004,2009,Yes,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,Other,,,04-107140S,WMS (SMART migrated),09/03/2025 9:00 AM
520045017,31826,CHEVRON PRODUCTS COMPANY,CHEVRON PRODUCTS COMPANY,Western,INTERSTATE LIQUID ONSHORE,First Operating,Notice of Probable Violation,"CO, LOC, NOA, WI","192,  195.452(b)(3),  195.452(c)(1)(i),  195.452(e),  195.452(f)(1),  195.452(f)(4),  195.452(f)(7),  195.452(i)(1),  195.452(j)(1)","Integrity Management,  Transportation of Gas",,,,CLOSED,4/28/04,Final Order,11/7/07,11/7/07,4/28/04,5/28/04,,,11/7/07,,,,,,,,,2004,2007,Yes,Yes,,,,,,,,Yes,,Yes,,,,,04-107895S,WMS (SMART migrated),09/03/2025 9:00 AM
520045015,26149,ALYESKA PIPELINE SERVICE CO,ALYESKA PIPELINE SERVICE CO,Western,INTERSTATE LIQUID ONSHORE,First Operating,Notice of Probable Violation,"CO, WI","195.571,  195.573(c)",Corrosion Control,,,,CLOSED,4/28/04,Final Order,9/24/07,3/10/10,4/28/04,8/2/04,8/2/04,9/21/05,9/24/07,,,,,,,,,2004,2010,Yes,Yes,,,,,,,,Yes,,Yes,,,,,03-102382S,WMS (SMART migrated),09/03/2025 9:00 AM
320045013,31684,PHILLIPS 66 PIPELINE LLC,PHILLIPS 66 PIPELINE LLC,Central,INTERSTATE LIQUID ONSHORE,First Operating,Notice of Probable Violation,"CO, CO/CP, CP, WI","195.452(b)(1),  195.452(c)(1),  195.452(c)(1)(i)(A),  195.452(e),  195.452(f),  195.452(g),  195.452(g)(4),  195.452(h)(2),  195.452(h)(4)(i),  195.452(i)(1),  195.452(j)(1),  195.452(j)(5),  195.452(k),  195.452(l)(1)",Integrity Management,35000,35000,35000,CLOSED,4/26/04,Final Order,8/29/05,2/15/07,4/26/04,,5/24/04,8/24/04,8/29/05,,,,,,,9/12/05,,2004,2007,Yes,Yes,,,,,,,Yes,Yes,Yes,Yes,,,,,03-105409S,WMS (SMART migrated),09/03/2025 9:00 AM
220045011,15674,PRODUCTS (SE) PIPE LINE CORPORATION,PRODUCTS (SE) PIPE LINE CORPORATION,Southern,INTERSTATE LIQUID ONSHORE,First Operating,Notice of Probable Violation,"CP, WI","195.403(b)(1),  195.416,  195.420(b)",Operation and/or Maintenance,5000,5000,5000,CLOSED,4/23/04,Final Order,1/6/09,1/6/09,4/23/04,5/26/04,,,1/6/09,,,,,,,5/20/04,,2004,2009,Yes,Yes,,,,,,,Yes,Yes,Yes,,,,,,03-102893S,WMS (SMART migrated),09/03/2025 9:00 AM
220045010M,15674,PRODUCTS (SE) PIPE LINE CORPORATION,PRODUCTS (SE) PIPE LINE CORPORATION,Southern,INTERSTATE LIQUID ONSHORE,First Operating,Notice of Amendment,NOA,195.402(e)(8),OME Procedural Manual,,,,CLOSED,4/23/04,,,5/14/04,4/23/04,12/12/03,,,,,,,,,,,,2004,2004,,,,,,,,,,Yes,,,,,,,03-102914S,WMS (SMART migrated),09/03/2025 9:00 AM
220045008M,22855,"FLINT HILLS RESOURCES, LC","FLINT HILLS RESOURCES, LC",Southern,INTERSTATE LIQUID ONSHORE,First Operating,Notice of Amendment,NOA,"195.452(e),  195.452(f)(6)",Integrity Management,,,,CLOSED,4/22/04,,,1/12/06,4/22/04,5/26/04,,,,,,,,,,,,2004,2006,,,,,,,,,,Yes,,,,,,,03-104276S,WMS (SMART migrated),09/03/2025 9:00 AM
220041006,31604,EQUITRANS MIDSTREAM CORPORATION,EQUITRANS MIDSTREAM CORPORATION,Southern,GAS INTERSTATE ONSHORE,First Operating,Notice of Probable Violation,"CP, WI","191.17(a),  192.465(a),  192.603(b),  192.605(a),  192.615(b)(2),  192.615(c),  192.616,  192.705,  192.706(a)","Corrosion Control,  OME Procedural Manual,  Operation and/or Maintenance,  Public Awareness,  Reporting",4500,4500,4500,CLOSED,4/22/04,Final Order,5/5/05,5/5/05,4/22/04,6/28/04,,,5/5/05,,,,,,,6/29/04,,2004,2005,Yes,Yes,,,,,,,Yes,Yes,Yes,,,,,,03-102859S,WMS (SMART migrated),09/03/2025 9:00 AM
420045014M,31618,ENTERPRISE PRODUCTS OPERATING LLC,ENTERPRISE PRODUCTS OPERATING LLC,Southwest,INTERSTATE LIQUID ONSHORE,First Operating,Notice of Amendment,NOA,"195.452(c)(2),  195.452(f)(1),  195.452(h)(4),  195.452(i)(2)(viii),  195.452(i)(4),  195.452(j)(5),  195.452(k)",Integrity Management,,,,CLOSED,4/22/04,,,8/16/04,4/22/04,,,,,,,,,,,,,2004,2004,,,,,,,,,,Yes,,,,,,,03-105129S,WMS (SMART migrated),09/03/2025 9:00 AM
220045009,3445,DIXIE PIPELINE COMPANY LLC,DIXIE PIPELINE COMPANY LLC,Southern,INTERSTATE LIQUID ONSHORE,First Operating,Notice of Probable Violation,"CP, LOC","195,  195.406(a)(3)","Operation and/or Maintenance,  Transportation of HL",25000,25000,25000,CLOSED,4/22/04,Final Order,10/21/04,8/12/05,4/22/04,5/25/04,,,10/21/04,,,,,,,10/29/04,,2004,2005,Yes,Yes,,,,,,,Yes,Yes,Yes,,,,,,03-102868S,WMS (SMART migrated),09/03/2025 9:00 AM
120041004M,8310,IROQUOIS GAS CORP,IROQUOIS GAS CORP,Eastern,GAS INTERSTATE ONSHORE,Failure Investigation,Notice of Amendment,NOA,192.605(a),OME Procedural Manual,,,,CLOSED,4/21/04,,,6/18/04,4/21/04,5/24/04,,,,,,,,,,,,2004,2004,,,,,,,,,,Yes,,,,,,,03-003742S,WMS (SMART migrated),09/03/2025 9:00 AM
220045005,2552,COLONIAL PIPELINE CO,COLONIAL PIPELINE CO,Southern,INTERSTATE LIQUID ONSHORE,First Operating,Notice of Probable Violation,"CP, WI","195.402(c),  195.573","Corrosion Control,  OME Procedural Manual",8500,8500,8500,CLOSED,4/20/04,Final Order,10/18/04,10/29/04,4/20/04,5/19/04,,,10/18/04,,,,,,,10/29/04,,2004,2004,Yes,Yes,,,,,,,Yes,Yes,Yes,,,,,,03-102866S,WMS (SMART migrated),09/03/2025 9:00 AM
320045012,10012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,Central,INTERSTATE LIQUID ONSHORE,First Operating,Notice of Amendment,NOA,195.505,Operator Qualification,,,,CLOSED,4/19/04,,,8/25/04,4/19/04,6/16/04,,,,,,,,,,,,2004,2004,,,,,,,,,,Yes,,,,,,,03-003741S,WMS (SMART migrated),09/03/2025 9:00 AM
320045011,31189,BP PIPELINE (NORTH AMERICA) INC.,BP PIPELINE (NORTH AMERICA) INC.,Central,INTERSTATE LIQUID ONSHORE,First Operating,Notice of Amendment,"LOC, NOA","195,  195.505(b)","Operator Qualification,  Transportation of HL",,,,CLOSED,4/19/04,,,8/25/04,4/19/04,5/25/04,,,,,,,,,,,,2004,2004,,,,,,,,,,Yes,,,,,,,03-104542S,WMS (SMART migrated),09/03/2025 9:00 AM
220046008M,4472,CYPRESS INTERSTATE PIPELINE LLC,CYPRESS INTERSTATE PIPELINE LLC,Southern,INTRASTATE LIQUID ONSHORE,First Operating,Notice of Amendment,NOA,195.428,Operation and/or Maintenance,,,,CLOSED,4/15/04,,,6/18/08,4/15/04,5/18/04,,,,,,,,,,,,2004,2008,,,,,,,,,,Yes,,,,,,,03-003749S,WMS (SMART migrated),09/03/2025 9:00 AM
220046007W,31861,"LION OIL TRADING AND TRANSPORTATION, INC.","LION OIL TRADING AND TRANSPORTATION, INC.",Southern,INTRASTATE LIQUID ONSHORE,First Operating,Warning Letter,WI,195.266,Construction,,,,CLOSED,4/15/04,,,4/15/04,4/15/04,,,,,,,,,,,,,2004,2004,,,,,,,,,,Yes,,,,,,,03-003748S,WMS (SMART migrated),09/03/2025 9:00 AM
220045004M,2552,COLONIAL PIPELINE CO,COLONIAL PIPELINE CO,Southern,INTERSTATE LIQUID ONSHORE,First Operating,Notice of Amendment,NOA,195.403(b)(2),Operation and/or Maintenance,,,,CLOSED,4/15/04,,,5/26/04,4/15/04,5/19/04,,,,,,,,,,,,2004,2004,,,,,,,,,,Yes,,,,,,,03-102890S,WMS (SMART migrated),09/03/2025 9:00 AM
220041002W,2616,"COLUMBIA GAS TRANSMISSION, LLC","COLUMBIA GAS TRANSMISSION, LLC",Southern,GAS INTERSTATE ONSHORE,First Operating,Warning Letter,"LOC, WI","192,  192.603,  192.707,  192.709","Operation and/or Maintenance,  Transportation of Gas",,,,CLOSED,4/15/04,,,4/15/04,4/15/04,,,,,,,,,,,,,2004,2004,,,,,,,,,,Yes,,,,,,,03-102861S,WMS (SMART migrated),09/03/2025 9:00 AM
220041003M,2616,"COLUMBIA GAS TRANSMISSION, LLC","COLUMBIA GAS TRANSMISSION, LLC",Southern,GAS INTERSTATE ONSHORE,First Operating,Notice of Amendment,NOA,"192.459,  192.475(b),  192.715,  192.739(a),  192.739(c)","Corrosion Control,  Operation and/or Maintenance",,,,CLOSED,4/15/04,,,8/27/09,4/15/04,7/18/05,,,,,,,,,,,,2004,2009,,,,,,,,,,Yes,,,,,,,03-102861S,WMS (SMART migrated),09/03/2025 9:00 AM
220046006W,99031,CITGO PETROLEUM CORPORATION (TERMINALS),CITGO PETROLEUM CORPORATION (TERMINALS),Southern,INTRASTATE LIQUID ONSHORE,First Operating,Warning Letter,WI,195.412,Operation and/or Maintenance,,,,CLOSED,4/15/04,,,4/15/04,4/15/04,,,,,,,,,,,,,2004,2004,,,,,,,,,,Yes,,,,,,,03-102845S,WMS (SMART migrated),09/03/2025 9:00 AM
420045011,31618,ENTERPRISE PRODUCTS OPERATING LLC,ENTERPRISE PRODUCTS OPERATING LLC,Southwest,INTERSTATE LIQUID ONSHORE,First Operating,Notice of Probable Violation,"CO, CP",195.452(b)(2),Integrity Management,25000,25000,25000,CLOSED,4/15/04,Final Order,10/18/04,1/14/05,4/15/04,5/16/04,,,10/18/04,,,,,,,5/14/04,,2004,2005,Yes,Yes,,,,,,,Yes,Yes,Yes,Yes,,,,,03-105129S,WMS (SMART migrated),09/03/2025 9:00 AM
420045010M,300,"PLAINS PIPELINE, L.P.","PLAINS PIPELINE, L.P.",Southwest,INTERSTATE LIQUID ONSHORE,First Operating,Notice of Amendment,NOA,"195.452(i)(2),  195.452(i)(2)(viii),  195.452(i)(3),  195.452(i)(4)",Integrity Management,,,,CLOSED,4/13/04,,,8/16/04,4/13/04,7/12/04,,,,,,,,,,,,2004,2004,,,,,,,,,,Yes,,,,,,,03-105130S,WMS (SMART migrated),09/03/2025 9:00 AM
520045014,32044,BP USFO/LOGISTICS,BP USFO/LOGISTICS,Western,INTERSTATE LIQUID ONSHORE,First Operating,Notice of Amendment,"NOA, WI","195.402(a),  195.434","OME Procedural Manual,  Operation and/or Maintenance",,,,CLOSED,4/12/04,,,2/23/05,4/12/04,5/11/04,,,,,,,,,,,,2004,2005,,,,,,,,,,Yes,,,,,,,03-102333S,WMS (SMART migrated),09/03/2025 9:00 AM
520045012,31684,PHILLIPS 66 PIPELINE LLC,PHILLIPS 66 PIPELINE LLC,Western,INTERSTATE LIQUID ONSHORE,First Operating,Warning Letter,"LOC, WI","195,  195.589(b)","Corrosion Control,  Transportation of HL",,,,CLOSED,4/6/04,,,4/6/04,4/6/04,,,,,,,,,,,,,2004,2004,,,,,,,,,,Yes,,,,,,,03-102322S,WMS (SMART migrated),09/03/2025 9:00 AM
520045013,2564,COLORADO INTERSTATE GAS CO,COLORADO INTERSTATE GAS CO,Western,INTERSTATE LIQUID ONSHORE,First Operating,Notice of Probable Violation,CO,195.452(a)(1),Integrity Management,,,,CLOSED,4/6/04,Final Order,2/6/07,2/6/07,4/6/04,8/31/04,,,2/6/07,,,,,,,,,2004,2007,Yes,Yes,,,,,,,,Yes,,Yes,,,,,04-109000S,WMS (SMART migrated),09/03/2025 9:00 AM
520041014W,1007,"TALLGRASS INTERSTATE GAS TRANSMISSION, LLC","TALLGRASS INTERSTATE GAS TRANSMISSION, LLC",Western,GAS INTERSTATE ONSHORE,First Operating,Warning Letter,WI,192.625(b)(4),Operation and/or Maintenance,,,,CLOSED,4/6/04,,,4/6/04,4/6/04,,,,,,,,,,,,,2004,2004,,,,,,,,,,Yes,,,,,,,03-102504S,WMS (SMART migrated),09/03/2025 9:00 AM
320041007,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP","ENBRIDGE ENERGY, LIMITED PARTNERSHIP",Central,GAS INTERSTATE ONSHORE,First Operating,Notice of Probable Violation,"CP, LOC, WI","192,  192.225(b),  192.465(b),  192.706(a),  192.731(a),  192.743(b)","Corrosion Control,  Operation and/or Maintenance,  Transportation of Gas,  Welding of Steel in Pipelines ",11500,5000,5000,CLOSED,4/5/04,Final Order,2/16/06,3/16/06,4/5/04,5/5/04,,,2/16/06,,,,,,,3/16/06,,2004,2006,Yes,Yes,,,,,,,Yes,Yes,Yes,,Yes,Additional evidence,,,02-098083S,WMS (SMART migrated),09/03/2025 9:00 AM
320045010,4805,EXPLORER PIPELINE CO,EXPLORER PIPELINE CO,Central,INTERSTATE LIQUID ONSHORE,First Operating,Notice of Probable Violation,"CP, LOC, WI","195,  195.401(b),  195.404(b)(1),  195.406(b)","Operation and/or Maintenance,  Transportation of HL",45750,42750,42750,CLOSED,4/5/04,Final Order,1/9/07,2/2/07,4/5/04,5/7/04,,,1/9/07,,,,,,,2/2/07,,2004,2007,Yes,Yes,,,,,,,Yes,Yes,Yes,,Yes,Additional evidence,,,01-091702S,WMS (SMART migrated),09/03/2025 9:00 AM
520045011M,26149,ALYESKA PIPELINE SERVICE CO,ALYESKA PIPELINE SERVICE CO,Western,INTERSTATE LIQUID ONSHORE,First Operating,Notice of Amendment,NOA,195.452(l)(2),Integrity Management,,,,CLOSED,4/1/04,Final Order,6/19/06,11/15/07,4/1/04,11/18/05,8/16/04,9/21/05,6/19/06,,,,,,,,,2004,2007,Yes,Yes,,,,,,,,Yes,,,,,,,03-103159S,WMS (SMART migrated),09/03/2025 9:00 AM
320041006,22655,"WBI ENERGY TRANSMISSION, INC.","WBI ENERGY TRANSMISSION, INC.",Central,GAS INTERSTATE ONSHORE,First Operating,Notice of Probable Violation,"CO, CP, WI","192.707,  192.739,  192.751",Operation and/or Maintenance,10500,0,,CLOSED,3/31/04,Final Order,1/11/06,1/11/06,3/31/04,5/3/04,,,1/11/06,,,,,,,,,2004,2006,Yes,Yes,,,,,,,,Yes,Yes,Yes,Yes,Additional evidence,,,01-091767S,WMS (SMART migrated),09/03/2025 9:00 AM
320041005H,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),NATURAL GAS PIPELINE CO OF AMERICA (KMI),Central,GAS INTERSTATE ONSHORE,Failure Investigation,Corrective Action Order,,,,,,,CLOSED,3/29/04,Corrective Action Order,3/29/04,1/3/08,,,,,,,,,3/29/04,,,,,2004,2008,Yes,,,,,Yes,,,,,,,,,Incident Report,Gas Transmission and Gathering - 20040031,04-111157S,WMS (SMART migrated),09/03/2025 9:00 AM
320045009W,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP","ENBRIDGE ENERGY, LIMITED PARTNERSHIP",Central,INTERSTATE LIQUID ONSHORE,First Operating,Warning Letter,WI,195.52(a),Reporting,,,,CLOSED,3/26/04,,,3/26/04,3/26/04,,,,,,,,,,,,,2004,2004,,,,,,,,,,Yes,,,,,,,04-003544S,WMS (SMART migrated),09/03/2025 9:00 AM
520041013,31067,AERA ENERGY LLC,AERA ENERGY LLC,Western,GAS INTERSTATE ONSHORE,First Operating,Notice of Probable Violation,CO,"192.281(e),  192.283(d),  192.285(d),  192.287",Joining of Materials Other Than by Welding,,,,CLOSED,3/26/04,Final Order,5/17/06,5/17/06,3/26/04,4/27/04,,,5/17/06,,,,,,,,,2004,2006,Yes,Yes,,,,,,,,Yes,,Yes,,,,,03-102359S,WMS (SMART migrated),09/03/2025 9:00 AM
320045008,31742,PREMCOR PIPELINE COMPANY,PREMCOR PIPELINE COMPANY,Central,INTERSTATE LIQUID ONSHORE,First Operating,Notice of Probable Violation,"CO, CP","195.310(b)(2),  195.402(c)(12),  195.404(a)(2),  195.404(c)(3),  195.420(b),  195.442(c)(2),  195.583","Corrosion Control,  Damage Prevention,  OME Procedural Manual,  Operation and/or Maintenance,  Pressure Testing",22000,22000,22000,CLOSED,3/23/04,Final Order,2/16/06,3/13/06,3/23/04,4/27/04,,,2/16/06,,,,,,,3/13/06,,2004,2006,Yes,Yes,,,,,,,Yes,Yes,Yes,Yes,,,,,03-103396S,WMS (SMART migrated),09/03/2025 9:00 AM
420045009M,4906,EXXONMOBIL PIPELINE CO,EXXONMOBIL PIPELINE COMPANY LLC,Southwest,INTERSTATE LIQUID ONSHORE,First Operating,Notice of Amendment,NOA,195.505(a),Operator Qualification,,,,CLOSED,3/23/04,,,4/7/05,3/23/04,3/8/05,,,,,,,,,,,,2004,2005,,,,,,,,,,Yes,,,,,,,03-104571S,WMS (SMART migrated),09/03/2025 9:00 AM
420041007,22435,WEST TEXAS GAS INC,"WEST TEXAS GAS UTILITY, LLC.",Southwest,GAS INTERSTATE ONSHORE,First Operating,Notice of Probable Violation,"CO/CP, CP, WI","192.465(e),  192.491,  192.491(c),  192.553(b),  192.603","Corrosion Control,  Operation and/or Maintenance,  Uprating",60000,60000,60000,CLOSED,3/23/04,Final Order,9/13/06,1/30/12,3/23/04,,4/22/04,11/15/04,9/13/06,,,,,,,11/2/06,,2004,2012,Yes,Yes,,,,,,,Yes,Yes,Yes,Yes,,,,,01-091434S,WMS (SMART migrated),09/03/2025 9:00 AM
520045009,31684,PHILLIPS 66 PIPELINE LLC,PHILLIPS 66 PIPELINE LLC,Western,INTERSTATE LIQUID ONSHORE,First Operating,Notice of Probable Violation,"CO, LOC, WI","195,  195.308,  195.571,  195.573(e),  195.575(e),  195.577(a),  195.579(a)","Corrosion Control,  Pressure Testing,  Transportation of HL",,,,CLOSED,3/22/04,Final Order,9/20/06,4/18/08,3/22/04,5/26/04,,,9/20/06,,,,,,,,,2004,2008,Yes,Yes,,,,,,,,Yes,,Yes,,,,,03-102320S,WMS (SMART migrated),09/03/2025 9:00 AM
420045008M,31045,"GENESIS PIPELINE USA, L.P.","GENESIS PIPELINE USA, L.P.",Southwest,INTERSTATE LIQUID ONSHORE,First Operating,Notice of Amendment,NOA,195.452(j)(3),Integrity Management,,,,CLOSED,3/19/04,Order Directing Amendment,8/24/04,8/24/04,3/19/04,4/13/04,,,,,,,,8/24/04,,,,2004,2004,Yes,,,,,,Yes,,,Yes,,,,,,,03-105128S,WMS (SMART migrated),09/03/2025 9:00 AM
420041006M,18516,SOUTHERN NATURAL GAS CO,SOUTHERN NATURAL GAS CO,Southwest,GAS INTERSTATE ONSHORE,First Operating,Notice of Amendment,NOA,"192.605(a),  192.605(b)(1)",OME Procedural Manual,,,,CLOSED,3/18/04,,,7/9/04,3/18/04,6/28/04,,,,,,,,,,,,2004,2004,,,,,,,,,,Yes,,,,,,,02-097412S,WMS (SMART migrated),09/03/2025 9:00 AM
120040004M,17360,"RICHMOND, CITY OF","RICHMOND, CITY OF",Eastern,GAS INTRASTATE ONSHORE,First Operating,Notice of Amendment,NOA,"192.487(a),  192.616","Corrosion Control,  Public Awareness",,,,CLOSED,3/18/04,,,5/5/04,3/18/04,4/19/04,,,,,,,,,,,,2004,2004,,,,,,,,,,Yes,,,,,,,03-104669S,WMS (SMART migrated),09/03/2025 9:00 AM
520040005,30546,BREA CANON OIL COMPANY,BREA CANON OIL COMPANY,Western,GAS INTRASTATE ONSHORE,First Operating,Notice of Probable Violation,"CO/CP, CP, WI","192.463(a),  192.465(a),  192.467(d),  192.706(a),  192.731","Corrosion Control,  Operation and/or Maintenance",28000,4000,4000,CLOSED,3/18/04,Final Order,9/13/06,10/2/06,3/18/04,4/7/04,,,9/13/06,,,,,,,10/2/06,,2004,2006,Yes,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,Additional evidence; Other,,,02-100726S,WMS (SMART migrated),09/03/2025 9:00 AM
520041011,31352,WHITING PETROLEUM CORP,WHITING PETROLEUM CORP,Western,GAS INTERSTATE ONSHORE,First Operating,Notice of Probable Violation,"CO, CP, WI","191.17(a),  192.465(a),  192.469,  192.481,  192.603(b),  192.731(a),  192.739(d),  192.743(c),  192.745","Corrosion Control,  Operation and/or Maintenance,  Reporting",35000,32000,32000,CLOSED,3/17/04,Final Order,7/16/09,7/30/09,3/17/04,6/8/04,,,7/16/09,,,,,,,7/30/09,,2004,2009,Yes,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,03-102523S,WMS (SMART migrated),09/03/2025 9:00 AM
420041005W,31891,NORTH BAJA PIPELINE LLC,NORTH BAJA PIPELINE LLC,Southwest,GAS INTERSTATE ONSHORE,First Operating,Warning Letter,WI,"192.603(b),  192.605(b)(2)","OME Procedural Manual,  Operation and/or Maintenance",,,,CLOSED,3/17/04,,,3/17/04,3/17/04,,,,,,,,,,,,,2004,2004,,,,,,,,,,Yes,,,,,,,03-102698S,WMS (SMART migrated),09/03/2025 9:00 AM
220045007M,10012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,Southern,INTERSTATE LIQUID ONSHORE,First Operating,Notice of Amendment,NOA,195.402(e)(2),OME Procedural Manual,,,,CLOSED,3/17/04,,,4/22/04,3/17/04,4/16/04,,,,,,,,,,,,2004,2004,,,,,,,,,,Yes,,,,,,,03-102836S,WMS (SMART migrated),09/03/2025 9:00 AM
